District,School,Assessment,"Proficient, 2022","Proficient, 2023","Proficient, 2024",Percentage point change 2022-'23,Percentage point change 2023-'24
Howard,Thomas Viaduct Middle,Mathematics 6,,,14.2,,
Howard,Thomas Viaduct Middle,Algebra 1,,,33.1,,
Howard,Thomas Viaduct Middle,English Language Arts 6,,,34.3,,
Howard,Thomas Viaduct Middle,English Language Arts 7,,,36.2,,
Howard,Thomas Viaduct Middle,English Language Arts 8,,,42.9,,
Howard,Thomas Viaduct Middle,Geometry,,,64.9,,
Howard,Thomas Viaduct Middle,Algebra 2,,,*,,
Howard,Thomas Viaduct Middle,Mathematics 7,,,5,,
Howard,Thomas Viaduct Middle,Mathematics 8,,,5,,
Montgomery,Thomas W. Pyle Middle,Mathematics 8,,21.4,21.8,,0.4
Montgomery,Thomas W. Pyle Middle,Mathematics 7,,38.8,51.3,,12.5
Montgomery,Thomas W. Pyle Middle,Mathematics 6,,58.7,65.2,,6.5
Montgomery,Thomas W. Pyle Middle,Algebra 1,,72.3,75.6,,3.3
Montgomery,Thomas W. Pyle Middle,English Language Arts 6,,88,84.1,,-3.9
Montgomery,Thomas W. Pyle Middle,English Language Arts 7,,85.3,86.3,,1
Montgomery,Thomas W. Pyle Middle,English Language Arts 8,,90.8,86.9,,-3.9
Montgomery,Thomas W. Pyle Middle,Geometry,,85.2,95,,
Montgomery,Thomas W. Pyle Middle,Algebra 2,,*,,,
Montgomery,Thomas W. Pyle Middle School,Mathematics 8,12.4,,,,
Montgomery,Thomas W. Pyle Middle School,Mathematics 7,28.3,,,,
Montgomery,Thomas W. Pyle Middle School,Mathematics 6,54.6,,,,
Montgomery,Thomas W. Pyle Middle School,Algebra 1,58.4,,,,
Montgomery,Thomas W. Pyle Middle School,Geometry,70.1,,,,
Montgomery,Thomas W. Pyle Middle School,English Language Arts 6,82.1,,,,
Montgomery,Thomas W. Pyle Middle School,English Language Arts 8,83.4,,,,
Montgomery,Thomas W. Pyle Middle School,English Language Arts 7,86.4,,,,
Montgomery,Thomas W. Pyle Middle School,Algebra 2,*,,,,
Cecil,Thomson Estates Elementary,Mathematics 3,10.1,17.5,10,7.4,-7.5
Cecil,Thomson Estates Elementary,Mathematics 5,12.1,8.9,12.7,-3.2,3.8
Cecil,Thomson Estates Elementary,English Language Arts 3,31.4,21.1,13,-10.3,-8.1
Cecil,Thomson Estates Elementary,Mathematics 4,9.3,11.1,15,1.8,3.9
Cecil,Thomson Estates Elementary,English Language Arts 4,26.7,30.6,32.1,3.9,1.5
Cecil,Thomson Estates Elementary,English Language Arts 5,27.3,40,48.6,12.7,8.6
Howard,Thunder Hill Elementary,Mathematics 5,22.7,26.2,32.9,3.5,6.7
Howard,Thunder Hill Elementary,Mathematics 3,36.7,48.1,40.8,11.4,-7.3
Howard,Thunder Hill Elementary,Mathematics 4,32.9,35.1,41.7,2.2,6.6
Howard,Thunder Hill Elementary,English Language Arts 3,40.3,63.4,46.1,23.1,-17.3
Howard,Thunder Hill Elementary,English Language Arts 5,31.9,47,50.6,15.1,3.6
Howard,Thunder Hill Elementary,English Language Arts 4,51.2,47.4,54.2,-3.8,6.8
Montgomery,Thurgood Marshall Elementary,Mathematics 4,34.6,50,32,15.4,-18
Montgomery,Thurgood Marshall Elementary,English Language Arts 3,56,51.5,36.1,-4.5,-15.4
Montgomery,Thurgood Marshall Elementary,Mathematics 3,52.9,44.9,38.6,-8,-6.3
Montgomery,Thurgood Marshall Elementary,Mathematics 5,39.7,36.1,43.5,-3.6,7.4
Montgomery,Thurgood Marshall Elementary,English Language Arts 4,54.7,58.5,46.1,3.8,-12.4
Montgomery,Thurgood Marshall Elementary,English Language Arts 5,42.7,49.4,53.7,6.7,4.3
Prince George's,Thurgood Marshall Middle,Mathematics 8,,,5.9,,
Prince George's,Thurgood Marshall Middle,English Language Arts 6,,,20.1,,
Prince George's,Thurgood Marshall Middle,English Language Arts 8,,,21,,
Prince George's,Thurgood Marshall Middle,English Language Arts 7,,,27.1,,
Prince George's,Thurgood Marshall Middle,Algebra 1,,,27.3,,
Prince George's,Thurgood Marshall Middle,Mathematics 6,,,5,,
Prince George's,Thurgood Marshall Middle,Mathematics 7,,,5,,
Prince George's,Thurgood Marshall Middle School,Mathematics 6,5,6.1,,,
Prince George's,Thurgood Marshall Middle School,Mathematics 8,5,6.4,,,
Prince George's,Thurgood Marshall Middle School,Algebra 1,24,18.2,,,
Prince George's,Thurgood Marshall Middle School,English Language Arts 7,13.8,26.2,,,
Prince George's,Thurgood Marshall Middle School,English Language Arts 8,30.2,27.4,,,
Prince George's,Thurgood Marshall Middle School,English Language Arts 6,20.5,30.6,,,
Prince George's,Thurgood Marshall Middle School,Mathematics 7,5,5,,,
Frederick,Thurmont Elementary,Mathematics 5,30.4,22.9,25.5,-7.5,2.6
Frederick,Thurmont Elementary,Mathematics 4,40.2,37.8,39.8,-2.4,2
Frederick,Thurmont Elementary,English Language Arts 5,32.2,36.5,40.4,4.3,3.9
Frederick,Thurmont Elementary,English Language Arts 3,38.3,36.4,45.8,-1.9,9.4
Frederick,Thurmont Elementary,Mathematics 3,34.4,38.2,54.2,3.8,16
Frederick,Thurmont Elementary,English Language Arts 4,56.5,51.1,55.7,-5.4,4.6
Frederick,Thurmont Middle,Mathematics 6,12,18.6,9.9,6.6,-8.7
Frederick,Thurmont Middle,Mathematics 8,9.7,11.1,13,1.4,1.9
Frederick,Thurmont Middle,Mathematics 7,22.1,12.1,17,-10,4.9
Frederick,Thurmont Middle,English Language Arts 7,41.6,34.5,40,-7.1,5.5
Frederick,Thurmont Middle,English Language Arts 6,42.2,46.7,41.5,4.5,-5.2
Frederick,Thurmont Middle,English Language Arts 8,33.2,42.4,45.6,9.2,3.2
Frederick,Thurmont Middle,Algebra 1,47.2,70,60,22.8,-10
Frederick,Thurmont Middle,Geometry,*,*,,,
Montgomery,Tilden Middle,Mathematics 8,,5.3,6.8,,1.5
Montgomery,Tilden Middle,Mathematics 7,,12.8,11.1,,-1.7
Montgomery,Tilden Middle,Algebra 1,,36.3,43.3,,7
Montgomery,Tilden Middle,Mathematics 6,,37.3,45.7,,8.4
Montgomery,Tilden Middle,English Language Arts 8,,67.3,60.7,,-6.6
Montgomery,Tilden Middle,Geometry,,62.4,61.5,,-0.9
Montgomery,Tilden Middle,English Language Arts 7,,65.5,65.7,,0.2
Montgomery,Tilden Middle,English Language Arts 6,,62.2,69.9,,7.7
Montgomery,Tilden Middle,Algebra 2,,,*,,
Montgomery,Tilden Middle School,Mathematics 7,12.1,,,,
Montgomery,Tilden Middle School,Mathematics 6,37.1,,,,
Montgomery,Tilden Middle School,Algebra 1,50.4,,,,
Montgomery,Tilden Middle School,Geometry,51.1,,,,
Montgomery,Tilden Middle School,English Language Arts 7,58,,,,
Montgomery,Tilden Middle School,English Language Arts 6,59.4,,,,
Montgomery,Tilden Middle School,English Language Arts 8,65.9,,,,
Montgomery,Tilden Middle School,Mathematics 8,5,,,,
Talbot,Tilghman Elementary,Mathematics 4,31.3,38.5,7.1,7.2,-31.4
Talbot,Tilghman Elementary,English Language Arts 4,75,46.2,35.7,-28.8,-10.5
Talbot,Tilghman Elementary,Mathematics 5,18.2,40,63.6,21.8,23.6
Talbot,Tilghman Elementary,English Language Arts 5,63.6,66.7,63.6,3.1,-3.1
Talbot,Tilghman Elementary,Mathematics 3,61.5,57.1,*,-4.4,
Talbot,Tilghman Elementary,English Language Arts 3,69.2,64.3,*,-4.9,
Baltimore County,Timber Grove Elementary,English Language Arts 5,12.4,22.9,12.9,10.5,-10
Baltimore County,Timber Grove Elementary,Mathematics 3,19.7,19,18.8,-0.7,-0.2
Baltimore County,Timber Grove Elementary,Mathematics 4,16.7,13.8,23.6,-2.9,9.8
Baltimore County,Timber Grove Elementary,English Language Arts 3,29.7,24.7,24.4,-5,-0.3
Baltimore County,Timber Grove Elementary,English Language Arts 4,26.2,29.1,33.7,2.9,4.6
Baltimore County,Timber Grove Elementary,Mathematics 5,5,9.6,5,,
Baltimore County,Timonium Elementary,Mathematics 5,56.9,65.3,68.9,8.4,3.6
Baltimore County,Timonium Elementary,English Language Arts 3,84.4,90,74,5.6,-16
Baltimore County,Timonium Elementary,Mathematics 3,80.5,85.7,75.3,5.2,-10.4
Baltimore County,Timonium Elementary,Mathematics 4,67.9,71.1,76.3,3.2,5.2
Baltimore County,Timonium Elementary,English Language Arts 5,80.6,72.2,81.3,-8.4,9.1
Baltimore County,Timonium Elementary,English Language Arts 4,83.1,81.6,88,-1.5,6.4
Saint Mary's,Town Creek Elementary,Mathematics 5,25.7,35.7,32.3,10,-3.4
Saint Mary's,Town Creek Elementary,English Language Arts 3,54.5,54.1,39.4,-0.4,-14.7
Saint Mary's,Town Creek Elementary,Mathematics 4,38.5,48.3,41.2,9.8,-7.1
Saint Mary's,Town Creek Elementary,Mathematics 3,60.6,40.5,41.7,-20.1,1.2
Saint Mary's,Town Creek Elementary,English Language Arts 4,38.5,58.6,52.9,20.1,-5.7
Saint Mary's,Town Creek Elementary,English Language Arts 5,57.6,57.1,58.1,-0.5,1
Baltimore County,Towson High,Geometry,5,5,13.8,,
Baltimore County,Towson High,Algebra 2,,38.5,33.6,,-4.9
Baltimore County,Towson High,Algebra 1,5,5,34.4,,
Baltimore County,Towson High,English Language Arts 10,72.8,58.3,70.4,-14.5,12.1
Anne Arundel,Traceys Elementary,Mathematics 5,7.1,8.5,25.9,1.4,17.4
Anne Arundel,Traceys Elementary,Mathematics 4,22.4,36.3,32.4,13.9,-3.9
Anne Arundel,Traceys Elementary,Mathematics 3,42.1,29.2,33.8,-12.9,4.6
Anne Arundel,Traceys Elementary,English Language Arts 5,22.4,27.1,43.2,4.7,16.1
Anne Arundel,Traceys Elementary,English Language Arts 3,51.3,45.8,44.2,-5.5,-1.6
Anne Arundel,Traceys Elementary,English Language Arts 4,56.7,62,50.7,5.3,-11.3
Montgomery,Travilah Elementary,Mathematics 5,70.8,62.5,64.5,-8.3,2
Montgomery,Travilah Elementary,Mathematics 4,56.9,58.6,66.2,1.7,7.6
Montgomery,Travilah Elementary,English Language Arts 5,81.5,73,73.8,-8.5,0.8
Montgomery,Travilah Elementary,English Language Arts 4,75,74.1,74,-0.9,-0.1
Montgomery,Travilah Elementary,Mathematics 3,75,85,81.7,10,-3.3
Montgomery,Travilah Elementary,English Language Arts 3,76.9,87.2,85.1,10.3,-2.1
Howard,Triadelphia Ridge Elementary,Mathematics 5,58,72.6,62.6,14.6,-10
Howard,Triadelphia Ridge Elementary,English Language Arts 4,73.9,79.2,72.1,5.3,-7.1
Howard,Triadelphia Ridge Elementary,Mathematics 4,72.8,64.8,76.7,-8,11.9
Howard,Triadelphia Ridge Elementary,English Language Arts 5,69.7,77.6,80.9,7.9,3.3
Howard,Triadelphia Ridge Elementary,Mathematics 3,69.8,78.1,83.5,8.3,5.4
Howard,Triadelphia Ridge Elementary,English Language Arts 3,70.7,80.4,87.6,9.7,7.2
Prince George's,Tulip Grove Elementary,Mathematics 5,16.9,29.8,31.3,12.9,1.5
Prince George's,Tulip Grove Elementary,Mathematics 4,5.5,30.5,32.3,25,1.8
Prince George's,Tulip Grove Elementary,Mathematics 3,41.1,44,46,2.9,2
Prince George's,Tulip Grove Elementary,English Language Arts 5,59.3,64.9,54.5,5.6,-10.4
Prince George's,Tulip Grove Elementary,English Language Arts 4,54.5,72.4,58.8,17.9,-13.6
Prince George's,Tulip Grove Elementary,English Language Arts 3,66.1,59.5,66.1,-6.6,6.6
Baltimore City,Tunbridge Public Charter School,Mathematics 5,16,26,18.4,10,-7.6
Baltimore City,Tunbridge Public Charter School,Mathematics 4,26.1,12.5,23.5,-13.6,11
Baltimore City,Tunbridge Public Charter School,Mathematics 6,21.7,12,23.6,-9.7,11.6
Baltimore City,Tunbridge Public Charter School,English Language Arts 5,51,42,32,-9,-10
Baltimore City,Tunbridge Public Charter School,Mathematics 7,24.5,45.7,32.1,21.2,-13.6
Baltimore City,Tunbridge Public Charter School,Mathematics 8,5,9.4,45.5,,36.1
Baltimore City,Tunbridge Public Charter School,English Language Arts 4,52.2,47.9,50,-4.3,2.1
Baltimore City,Tunbridge Public Charter School,English Language Arts 7,69.8,78.3,55.6,8.5,-22.7
Baltimore City,Tunbridge Public Charter School,Mathematics 3,20.4,33.3,58,12.9,24.7
Baltimore City,Tunbridge Public Charter School,English Language Arts 3,55.1,43.9,60,-11.2,16.1
Baltimore City,Tunbridge Public Charter School,English Language Arts 6,60.9,70,61.8,9.1,-8.2
Baltimore City,Tunbridge Public Charter School,English Language Arts 8,72.1,84.9,74.5,12.8,-10.4
Baltimore City,Tunbridge Public Charter School,Algebra 1,61.1,71.4,80,10.3,8.6
Frederick,Tuscarora Elementary,Mathematics 5,22.3,27.9,25,5.6,-2.9
Frederick,Tuscarora Elementary,Mathematics 4,29.6,37.1,33.3,7.5,-3.8
Frederick,Tuscarora Elementary,Mathematics 3,45.1,44.5,54.6,-0.6,10.1
Frederick,Tuscarora Elementary,English Language Arts 3,52.1,59.8,55.6,7.7,-4.2
Frederick,Tuscarora Elementary,English Language Arts 5,38.8,49.5,56.6,10.7,7.1
Frederick,Tuscarora Elementary,English Language Arts 4,53.5,56.5,56.9,3,0.4
Frederick,Tuscarora High,Algebra 1,13.6,9,7.7,-4.6,-1.3
Frederick,Tuscarora High,English Language Arts 10,52.1,61.1,47.1,9,-14
Frederick,Tuscarora High,Algebra 2,,5.8,5,,
Frederick,Tuscarora High,Geometry,,5,5,,
Frederick,Twin Ridge Elementary,Mathematics 3,61.3,66.7,54.8,5.4,-11.9
Frederick,Twin Ridge Elementary,Mathematics 5,45.7,46.4,58,0.7,11.6
Frederick,Twin Ridge Elementary,English Language Arts 3,59.5,69.4,58.7,9.9,-10.7
Frederick,Twin Ridge Elementary,Mathematics 4,38.1,44.1,60,6,15.9
Frederick,Twin Ridge Elementary,English Language Arts 4,59.8,55,71.6,-4.8,16.6
Frederick,Twin Ridge Elementary,English Language Arts 5,66,67,72.3,1,5.3
Montgomery,Twinbrook Elementary,Mathematics 4,21,13,20.7,-8,7.7
Montgomery,Twinbrook Elementary,English Language Arts 5,11.1,26.5,21.1,15.4,-5.4
Montgomery,Twinbrook Elementary,Mathematics 5,17.3,29.4,25.3,12.1,-4.1
Montgomery,Twinbrook Elementary,English Language Arts 3,27.8,32.7,32.9,4.9,0.2
Montgomery,Twinbrook Elementary,Mathematics 3,29.3,26.4,34.2,-2.9,7.8
Montgomery,Twinbrook Elementary,English Language Arts 4,24.4,23.6,36.4,-0.8,12.8
Anne Arundel,Tyler Heights Elementary,Mathematics 4,5.3,5,8.5,,
Anne Arundel,Tyler Heights Elementary,Mathematics 3,10.3,5,9.8,,
Anne Arundel,Tyler Heights Elementary,English Language Arts 3,21.5,21.3,24.6,-0.2,3.3
Anne Arundel,Tyler Heights Elementary,English Language Arts 4,25.9,33.3,25,7.4,-8.3
Anne Arundel,Tyler Heights Elementary,English Language Arts 5,16.4,18,36.2,1.6,18.2
Anne Arundel,Tyler Heights Elementary,Mathematics 5,5,5,5,,
Prince George's,University Park Elementary,Mathematics 4,25.5,16.9,15.1,-8.6,-1.8
Prince George's,University Park Elementary,Mathematics 5,23,32.1,16.4,9.1,-15.7
Prince George's,University Park Elementary,English Language Arts 5,44.1,51.9,35,7.8,-16.9
Prince George's,University Park Elementary,English Language Arts 4,61.1,45.8,36,-15.3,-9.8
Prince George's,University Park Elementary,Mathematics 3,32.8,32.3,37.3,-0.5,5
Prince George's,University Park Elementary,English Language Arts 3,47.5,45.9,45.2,-1.6,-0.7
Prince George's,University Park Elementary,Mathematics 6,17.5,5.9,,,
Prince George's,University Park Elementary,English Language Arts 6,62.5,38.2,,,
Frederick,Urbana Elementary,Mathematics 5,55.5,61.6,58.9,6.1,-2.7
Frederick,Urbana Elementary,Mathematics 4,53.8,65.5,61,11.7,-4.5
Frederick,Urbana Elementary,English Language Arts 3,72.7,79.5,64.8,6.8,-14.7
Frederick,Urbana Elementary,Mathematics 3,74.7,71.9,68.8,-2.8,-3.1
Frederick,Urbana Elementary,English Language Arts 5,73.2,69.1,70,-4.1,0.9
Frederick,Urbana Elementary,English Language Arts 4,67.6,75.9,73.5,8.3,-2.4
Frederick,Urbana High,Algebra 1,55,45,40.8,-10,-4.2
Frederick,Urbana High,Geometry,,32.2,41.8,,9.6
Frederick,Urbana High,Algebra 2,,44,44.9,,0.9
Frederick,Urbana High,English Language Arts 10,92.9,88.7,85.4,-4.2,-3.3
Frederick,Urbana Middle,Mathematics 8,37.5,39.4,40,1.9,0.6
Frederick,Urbana Middle,Mathematics 6,38.5,44.4,48,5.9,3.6
Frederick,Urbana Middle,Mathematics 7,47.8,48.4,48,0.6,-0.4
Frederick,Urbana Middle,English Language Arts 7,79.8,79.8,75.3,0,-4.5
Frederick,Urbana Middle,English Language Arts 8,82.7,83.6,75.9,0.9,-7.7
Frederick,Urbana Middle,English Language Arts 6,69.4,76.8,81.4,7.4,4.6
Frederick,Urbana Middle,Algebra 1,68.1,81,84.7,12.9,3.7
Frederick,Urbana Middle,Algebra 2,*,*,*,,
Frederick,Urbana Middle,Geometry,59.5,79.6,95,20.1,
Frederick,Valley Elementary,Mathematics 4,33.3,50.7,40.5,17.4,-10.2
Frederick,Valley Elementary,Mathematics 5,39.6,38.8,50,-0.8,11.2
Frederick,Valley Elementary,Mathematics 3,75.3,55,51.7,-20.3,-3.3
Frederick,Valley Elementary,English Language Arts 4,42.3,57.7,52.6,15.4,-5.1
Frederick,Valley Elementary,English Language Arts 3,74,50.6,59.3,-23.4,8.7
Frederick,Valley Elementary,English Language Arts 5,55.2,61.3,68.5,6.1,7.2
Prince George's,Valley View Elementary,Mathematics 5,28.6,31.4,28.3,2.8,-3.1
Prince George's,Valley View Elementary,Mathematics 4,24.2,36.6,28.9,12.4,-7.7
Prince George's,Valley View Elementary,Mathematics 3,27.3,34.8,35.8,7.5,1
Prince George's,Valley View Elementary,English Language Arts 3,40.9,50,40.4,9.1,-9.6
Prince George's,Valley View Elementary,English Language Arts 5,61.3,51.4,44.4,-9.9,-7
Prince George's,Valley View Elementary,English Language Arts 4,35.9,50,50,14.1,0
Anne Arundel,Van Bokkelen Elementary,Mathematics 5,7.3,5.2,6.2,-2.1,1
Anne Arundel,Van Bokkelen Elementary,Mathematics 3,7.4,14,11.1,6.6,-2.9
Anne Arundel,Van Bokkelen Elementary,English Language Arts 5,16.7,16.9,12.3,0.2,-4.6
Anne Arundel,Van Bokkelen Elementary,English Language Arts 4,8.5,16.7,13.6,8.2,-3.1
Anne Arundel,Van Bokkelen Elementary,English Language Arts 3,10.4,25.4,23.5,15,-1.9
Anne Arundel,Van Bokkelen Elementary,Mathematics 4,5,5,5,,
Baltimore City,Vanguard Collegiate Middle,English Language Arts 8,6.5,7.1,12.8,0.6,5.7
Baltimore City,Vanguard Collegiate Middle,English Language Arts 7,5,11.8,18.6,,6.8
Baltimore City,Vanguard Collegiate Middle,Algebra 1,*,*,*,,
Baltimore City,Vanguard Collegiate Middle,English Language Arts 6,7.2,6.7,5,-0.5,
Baltimore City,Vanguard Collegiate Middle,Mathematics 6,5,5,5,,
Baltimore City,Vanguard Collegiate Middle,Mathematics 7,5,5,5,,
Baltimore City,Vanguard Collegiate Middle,Mathematics 8,5,5,5,,
Prince George's,Vansville Elementary,Mathematics 5,7.1,23.1,10.9,16,-12.2
Prince George's,Vansville Elementary,Mathematics 4,16.8,15.7,14.9,-1.1,-0.8
Prince George's,Vansville Elementary,Mathematics 3,29.7,35.6,24.2,5.9,-11.4
Prince George's,Vansville Elementary,English Language Arts 5,33.9,44,30.4,10.1,-13.6
Prince George's,Vansville Elementary,English Language Arts 3,53.5,59.2,34.7,5.7,-24.5
Prince George's,Vansville Elementary,English Language Arts 4,49.6,50.5,45.8,0.9,-4.7
Howard,Veterans Elementary,Mathematics 5,46.1,45.7,48.5,-0.4,2.8
Howard,Veterans Elementary,Mathematics 4,44.1,55.8,49.3,11.7,-6.5
Howard,Veterans Elementary,English Language Arts 4,49.3,51.5,60.4,2.2,8.9
Howard,Veterans Elementary,English Language Arts 5,49,51,63.2,2,12.2
Howard,Veterans Elementary,English Language Arts 3,59,60.8,67.7,1.8,6.9
Howard,Veterans Elementary,Mathematics 3,60.3,59.7,71.9,-0.6,12.2
Baltimore County,Victory Villa Elementary,Mathematics 5,8.6,12.7,7.1,4.1,-5.6
Baltimore County,Victory Villa Elementary,English Language Arts 5,19.4,35.4,13.1,16,-22.3
Baltimore County,Victory Villa Elementary,Mathematics 3,16.8,15.2,21.6,-1.6,6.4
Baltimore County,Victory Villa Elementary,Mathematics 4,15,9.9,23.8,-5.1,13.9
Baltimore County,Victory Villa Elementary,English Language Arts 3,31.1,26.1,37.6,-5,11.5
Baltimore County,Victory Villa Elementary,English Language Arts 4,38.4,21.8,41.8,-16.6,20
Dorchester,Vienna Elementary School,Mathematics 5,25,22.2,19.4,-2.8,-2.8
Dorchester,Vienna Elementary School,English Language Arts 5,50,61.1,22.6,11.1,-38.5
Dorchester,Vienna Elementary School,Mathematics 4,26.3,20,32.1,-6.3,12.1
Dorchester,Vienna Elementary School,Mathematics 3,30,29,50,-1,21
Dorchester,Vienna Elementary School,English Language Arts 4,68.4,41.9,50,-26.5,8.1
Dorchester,Vienna Elementary School,English Language Arts 3,50,54.8,58.3,4.8,3.5
Montgomery,Viers Mill Elementary,Mathematics 4,16.9,45,23.3,28.1,-21.7
Montgomery,Viers Mill Elementary,Mathematics 5,16.9,15.8,25.4,-1.1,9.6
Montgomery,Viers Mill Elementary,Mathematics 3,37.7,31.3,30.2,-6.4,-1.1
Montgomery,Viers Mill Elementary,English Language Arts 3,47.1,36.4,31.3,-10.7,-5.1
Montgomery,Viers Mill Elementary,English Language Arts 4,39.4,60.3,38.6,20.9,-21.7
Montgomery,Viers Mill Elementary,English Language Arts 5,30.2,21.9,39.3,-8.3,17.4
Baltimore County,Villa Cresta Elementary,Mathematics 4,33,38.7,22,5.7,-16.7
Baltimore County,Villa Cresta Elementary,English Language Arts 3,49.4,31.8,27.9,-17.6,-3.9
Baltimore County,Villa Cresta Elementary,Mathematics 3,41.2,26.2,29,-15,2.8
Baltimore County,Villa Cresta Elementary,Mathematics 5,30.2,29.7,37.4,-0.5,7.7
Baltimore County,Villa Cresta Elementary,English Language Arts 4,46,62,43.9,16,-18.1
Baltimore County,Villa Cresta Elementary,English Language Arts 5,37.7,41,57.1,3.3,16.1
Baltimore County,Vincent Farm Elementary,Mathematics 5,7,18.5,23,11.5,4.5
Baltimore County,Vincent Farm Elementary,Mathematics 4,23.9,20.2,23.4,-3.7,3.2
Baltimore County,Vincent Farm Elementary,Mathematics 3,21.2,25,30.6,3.8,5.6
